(base) [labuser@hypatia gui]$ psql -U vo_admin -d telescope_db
psql (13.16)
Type "help" for help.

telescope_db=> SELECT * FROM tblrun_info LIMIT 3000;
 run_id | veritas_run_id |  run_type   |   run_status   | run_window |    db_start_time    |     db_end_time     |   data_start_time   |    data_end_time    | duration | telescope_mask | harvester_mask |         source_id          
     50 |         109820 | other       | ended_manually |          1 | 2024-11-10 11:56:05 | 2024-11-10 11:57:53 | 2024-11-10 11:56:05 | 2024-11-10 11:57:53 | 00:05:00 |             14 |     4294967294 | testcrate
     51 |         109820 | other       | ended_manually |          1 | 2024-11-10 12:00:53 | 2024-11-10 12:01:03 | 2024-11-10 12:00:53 | 2024-11-10 12:01:03 | 00:05:00 |             14 |     4294967294 | testcrate
     52 |         109820 | other       | ended_manually |          1 | 2024-11-10 12:01:33 | 2024-11-10 12:02:51 | 2024-11-10 12:01:33 | 2024-11-10 12:02:51 | 00:05:00 |             14 |     4294967294 | testcrate
     53 |         109820 | other       | ended_manually |          1 | 2024-11-10 12:03:57 | 2024-11-10 12:07:55 | 2024-11-10 12:03:57 | 2024-11-10 12:07:55 | 00:05:00 |             14 |     4294967294 | testcrate
     54 |         109820 | other       | ended_manually |          1 | 2024-11-10 12:08:15 | 2024-11-10 12:08:18 | 2024-11-10 12:08:15 | 2024-11-10 12:08:18 | 00:05:00 |             14 |     4294967294 | testcrate
     55 |         109820 | other       | ended_manually |          1 | 2024-11-10 12:08:55 | 2024-11-10 12:10:15 | 2024-11-10 12:08:55 | 2024-11-10 12:10:15 | 00:05:00 |             14 |     4294967294 | testcrate
     56 |         109820 | other       | ended_manually |          1 | 2024-11-10 12:11:05 | 2024-11-10 12:11:28 | 2024-11-10 12:11:05 | 2024-11-10 12:11:28 | 00:05:00 |             14 |     4294967294 | testcrate
     57 |         109820 | other       | ended_manually |          1 | 2024-11-10 12:12:03 | 2024-11-10 12:12:09 | 2024-11-10 12:12:03 | 2024-11-10 12:12:09 | 00:05:00 |             14 |     4294967294 | testcrate
     58 |         109820 | other       | ended_manually |          1 | 2024-11-10 12:12:28 | 2024-11-10 12:13:04 | 2024-11-10 12:12:28 | 2024-11-10 12:13:04 | 00:05:00 |             14 |     4294967294 | testcrate
     59 |         109820 | other       | ended_manually |          1 | 2024-11-10 12:14:53 | 2024-11-10 12:15:46 | 2024-11-10 12:14:53 | 2024-11-10 12:15:46 | 00:05:00 |             14 |     4294967294 | testcrate
     60 |         109820 | other       | ended_manually |          1 | 2024-11-10 12:17:15 | 2024-11-10 12:17:29 | 2024-11-10 12:17:15 | 2024-11-10 12:17:29 | 00:05:00 |             14 |     4294967294 | testcrate
     61 |         109820 | other       | ended_manually |          1 | 2024-11-10 13:20:37 | 2024-11-10 13:20:40 | 2024-11-10 13:20:37 | 2024-11-10 13:20:40 | 00:05:00 |             14 |     4294967294 | testcrate
     62 |         109820 | other       | ended_manually |          1 | 2024-11-10 13:20:46 | 2024-11-10 13:22:00 | 2024-11-10 13:20:46 | 2024-11-10 13:22:00 | 00:05:00 |             14 |     4294967294 | testcrate
     63 |         109820 | other       | ended_manually |          1 | 2024-11-10 13:22:12 | 2024-11-10 13:22:18 | 2024-11-10 13:22:12 | 2024-11-10 13:22:18 | 00:05:00 |             14 |     4294967294 | testcrate
     64 |         109820 | other       | ended_manually |          1 | 2024-11-10 13:26:29 | 2024-11-10 13:26:34 | 2024-11-10 13:26:29 | 2024-11-10 13:26:34 | 00:05:00 |             14 |     4294967294 | testcrate
     65 |         109820 | other       | ended_manually |          1 | 2024-11-10 13:30:52 | 2024-11-10 13:30:55 | 2024-11-10 13:30:52 | 2024-11-10 13:30:55 | 00:05:00 |             14 |     4294967294 | testcrate
     66 |         109820 | other       | ended_manually |          1 | 2024-11-10 13:55:46 | 2024-11-10 13:57:24 | 2024-11-10 13:55:46 | 2024-11-10 13:57:24 | 00:05:00 |             14 |     4294967294 | testcrate
     67 |         109820 | other       | ended_manually |          1 | 2024-11-10 13:57:25 | 2024-11-10 13:57:31 | 2024-11-10 13:57:25 | 2024-11-10 13:57:31 | 00:05:00 |             14 |     4294967294 | testcrate
     68 |         109820 | other       | ended_manually |          1 | 2024-11-10 14:28:53 | 2024-11-10 14:29:03 | 2024-11-10 14:28:53 | 2024-11-10 14:29:03 | 00:05:00 |             14 |     4294967294 | testcrate
     69 |         109820 | other       | ended_manually |          1 | 2024-11-10 14:30:45 | 2024-11-10 14:30:56 | 2024-11-10 14:30:45 | 2024-11-10 14:30:56 | 00:05:00 |             14 |     4294967294 | testcrate
     70 |         109820 | other       | ended_manually |          1 | 2024-11-10 14:31:03 | 2024-11-10 14:31:18 | 2024-11-10 14:31:03 | 2024-11-10 14:31:18 | 00:05:00 |             14 |     4294967294 | testcrate
     71 |         109820 | other       | ended_manually |          1 | 2024-11-10 14:34:11 | 2024-11-10 14:35:18 | 2024-11-10 14:34:11 | 2024-11-10 14:35:18 | 00:05:00 |             14 |     4294967294 | testcrate
     72 |         109820 | other       | ended_manually |          1 | 2024-11-10 14:35:32 | 2024-11-10 14:36:05 | 2024-11-10 14:35:32 | 2024-11-10 14:36:05 | 00:05:00 |             14 |     4294967294 | testcrate
     73 |         109820 | other       | ended          |          1 | 2024-11-10 14:36:49 | 2024-11-10 14:41:48 | 2024-11-10 14:36:49 | 2024-11-10 14:41:48 | 00:05:00 |             14 |     4294967294 | testcrate
     74 |         109820 | other       | ended_manually |          1 | 2024-11-10 14:42:55 | 2024-11-10 14:43:19 | 2024-11-10 14:42:55 | 2024-11-10 14:43:19 | 00:05:00 |             14 |     4294967294 | testcrate
     75 |         109820 | other       | ended_manually |          1 | 2024-11-10 14:50:07 | 2024-11-10 14:53:20 | 2024-11-10 14:50:07 | 2024-11-10 14:53:20 | 00:05:00 |             14 |     4294967294 | testcrate
     76 |         109820 | other       | ended_manually |          1 | 2024-11-10 14:53:28 | 2024-11-10 14:53:56 | 2024-11-10 14:53:28 | 2024-11-10 14:53:56 | 00:05:00 |             14 |     4294967294 | testcrate
     77 |         109820 | other       | ended_manually |          1 | 2024-11-10 14:53:57 | 2024-11-10 14:54:06 | 2024-11-10 14:53:57 | 2024-11-10 14:54:06 | 00:05:00 |             14 |     4294967294 | testcrate
     78 |         109820 | other       | ended_manually |          1 | 2024-11-10 14:54:39 | 2024-11-10 14:55:31 | 2024-11-10 14:54:39 | 2024-11-10 14:55:31 | 00:05:00 |             14 |     4294967294 | testcrate
     79 |         109820 | other       | ended_manually |          1 | 2024-11-10 15:00:09 | 2024-11-10 15:00:11 | 2024-11-10 15:00:09 | 2024-11-10 15:00:11 | 00:05:00 |             14 |     4294967294 | testcrate
     80 |         109820 | other       | ended_manually |          1 | 2024-11-10 15:00:18 | 2024-11-10 15:00:32 | 2024-11-10 15:00:18 | 2024-11-10 15:00:32 | 00:05:00 |             14 |     4294967294 | testcrate
     81 |         109820 | other       | ended_manually |          1 | 2024-11-10 15:04:52 | 2024-11-10 15:05:20 | 2024-11-10 15:04:52 | 2024-11-10 15:05:20 | 00:05:00 |             14 |     4294967294 | testcrate
     82 |         109820 | other       | ended_manually |          1 | 2024-11-10 15:05:49 | 2024-11-10 15:09:55 | 2024-11-10 15:05:49 | 2024-11-10 15:09:55 | 00:05:00 |             14 |     4294967294 | testcrate
     83 |         109820 | other       | ended_manually |          1 | 2024-11-10 15:10:32 | 2024-11-10 15:15:04 | 2024-11-10 15:10:32 | 2024-11-10 15:15:04 | 00:05:00 |             14 |     4294967294 | testcrate
     84 |         109820 | other       | ended          |          1 | 2024-11-10 15:15:13 | 2024-11-10 15:20:13 | 2024-11-10 15:15:13 | 2024-11-10 15:20:13 | 00:05:00 |             14 |     4294967294 | testcrate
     85 |         109820 | other       | ended          |          1 | 2024-11-10 15:20:23 | 2024-11-10 15:25:23 | 2024-11-10 15:20:23 | 2024-11-10 15:25:23 | 00:05:00 |             14 |     4294967294 | testcrate
     86 |         109820 | other       | ended_manually |          1 | 2024-11-10 15:25:31 | 2024-11-10 15:28:55 | 2024-11-10 15:25:31 | 2024-11-10 15:28:55 | 00:05:00 |             14 |     4294967294 | testcrate
     87 |         109820 | other       | ended_manually |          1 | 2024-11-10 15:29:05 | 2024-11-10 15:29:27 | 2024-11-10 15:29:05 | 2024-11-10 15:29:27 | 00:05:00 |             14 |     4294967294 | testcrate
     88 |         109820 | other       | ended_manually |          1 | 2024-11-10 15:29:43 | 2024-11-10 15:30:31 | 2024-11-10 15:29:43 | 2024-11-10 15:30:31 | 00:05:00 |             14 |     4294967294 | testcrate
     89 |         109820 | other       | ended_manually |          1 | 2024-11-10 15:32:01 | 2024-11-10 15:32:13 | 2024-11-10 15:32:01 | 2024-11-10 15:32:13 | 00:05:00 |             14 |     4294967294 | testcrate
     90 |         109820 | other       | ended_manually |          1 | 2024-11-10 15:37:24 | 2024-11-10 15:37:30 | 2024-11-10 15:37:24 | 2024-11-10 15:37:30 | 00:05:00 |             14 |     4294967294 | testcrate
     91 |         109820 | other       | ended_manually |          1 | 2024-11-10 15:37:41 | 2024-11-10 15:39:24 | 2024-11-10 15:37:41 | 2024-11-10 15:39:24 | 00:05:00 |             14 |     4294967294 | testcrate
     92 |         109820 | other       | ended_manually |          1 | 2024-11-10 15:39:31 | 2024-11-10 15:42:49 | 2024-11-10 15:39:31 | 2024-11-10 15:42:49 | 00:05:00 |             14 |     4294967294 | testcrate
     93 |         109820 | other       | ended          |          1 | 2024-11-10 15:47:35 | 2024-11-10 15:52:35 | 2024-11-10 15:47:35 | 2024-11-10 15:52:35 | 00:05:00 |             14 |     4294967294 | testcrate
     94 |         109820 | other       | ended_manually |          1 | 2024-11-10 15:52:52 | 2024-11-10 15:56:40 | 2024-11-10 15:52:52 | 2024-11-10 15:56:40 | 00:05:00 |             14 |     4294967294 | testcrate
     95 |         109820 | other       | ended          |          1 | 2024-11-10 15:56:48 | 2024-11-10 16:01:48 | 2024-11-10 15:56:48 | 2024-11-10 16:01:48 | 00:05:00 |             14 |     4294967294 | testcrate
     96 |         109820 | other       | ended_manually |          1 | 2024-11-10 16:02:02 | 2024-11-10 16:02:08 | 2024-11-10 16:02:02 | 2024-11-10 16:02:08 | 00:05:00 |             14 |     4294967294 | testcrate
     97 |         109820 | other       | ended          |          1 | 2024-11-10 16:13:18 | 2024-11-10 16:18:18 | 2024-11-10 16:13:18 | 2024-11-10 16:18:18 | 00:05:00 |             14 |     4294967294 | testcrate
     98 |         109820 | other       | ended_manually |          1 | 2024-11-10 16:19:32 | 2024-11-10 16:20:18 | 2024-11-10 16:19:32 | 2024-11-10 16:20:18 | 00:05:00 |             14 |     4294967294 | testcrate
     99 |         109820 | other       | ended          |          1 | 2024-11-10 16:24:54 | 2024-11-10 16:29:53 | 2024-11-10 16:24:54 | 2024-11-10 16:29:53 | 00:05:00 |             14 |     4294967294 | testcrate
    100 |         109820 | other       | ended_manually |          1 | 2024-11-10 16:37:27 | 2024-11-10 16:37:30 | 2024-11-10 16:37:27 | 2024-11-10 16:37:30 | 00:05:00 |             14 |     4294967294 | testcrate
    101 |         109820 | other       | ended          |          1 | 2024-11-11 11:21:23 | 2024-11-11 11:26:23 | 2024-11-11 11:21:23 | 2024-11-11 11:26:23 | 00:05:00 |             14 |     4294967294 | testcrate
    102 |         109820 | other       | ended_manually |          1 | 2024-11-11 11:31:40 | 2024-11-11 11:31:51 | 2024-11-11 11:31:40 | 2024-11-11 11:31:51 | 00:05:00 |             14 |     4294967294 | testcrate
    103 |         109820 | other       | ended_manually |          1 | 2024-11-11 11:39:20 | 2024-11-11 11:40:05 | 2024-11-11 11:39:20 | 2024-11-11 11:40:05 | 00:05:00 |             14 |     4294967294 | testcrate
    104 |         109820 | other       | ended_manually |          1 | 2024-11-11 11:41:54 | 2024-11-11 11:43:25 | 2024-11-11 11:41:54 | 2024-11-11 11:43:25 | 00:05:00 |             14 |     4294967294 | testcrate
    105 |         109820 | other       | ended          |          1 | 2024-11-11 11:43:39 | 2024-11-11 11:48:39 | 2024-11-11 11:43:39 | 2024-11-11 11:48:39 | 00:05:00 |             14 |     4294967294 | testcrate
    106 |         109820 | other       | ended_manually |          1 | 2024-11-11 11:49:11 | 2024-11-11 11:53:30 | 2024-11-11 11:49:11 | 2024-11-11 11:53:30 | 00:05:00 |             14 |     4294967294 | testcrate
    107 |         109820 | other       | ended_manually |          1 | 2024-11-11 13:22:37 | 2024-11-11 13:23:08 | 2024-11-11 13:22:37 | 2024-11-11 13:23:08 | 00:05:00 |             14 |     4294967294 | testcrate
    108 |         109820 | other       | ended_manually |          1 | 2024-11-11 13:23:17 | 2024-11-11 13:26:39 | 2024-11-11 13:23:17 | 2024-11-11 13:26:39 | 00:05:00 |             14 |     4294967294 | testcrate
    109 |         109820 | other       | ended          |          1 | 2024-11-11 13:41:23 | 2024-11-11 13:46:23 | 2024-11-11 13:41:23 | 2024-11-11 13:46:23 | 00:05:00 |             14 |     4294967294 | testcrate
    110 |         109820 | other       | ended_manually |          1 | 2024-11-11 13:46:27 | 2024-11-11 13:48:48 | 2024-11-11 13:46:27 | 2024-11-11 13:48:48 | 00:05:00 |             14 |     4294967294 | testcrate
    111 |         109820 | other       | ended_manually |          1 | 2024-11-11 13:52:35 | 2024-11-11 13:52:54 | 2024-11-11 13:52:35 | 2024-11-11 13:52:54 | 00:05:00 |             14 |     4294967294 | testcrate
    112 |         109820 | other       | ended_manually |          1 | 2024-11-11 13:53:11 | 2024-11-11 13:55:21 | 2024-11-11 13:53:11 | 2024-11-11 13:55:21 | 00:05:00 |             14 |     4294967294 | testcrate
    113 |         109820 | other       | ended_manually |          1 | 2024-11-11 13:55:33 | 2024-11-11 14:00:23 | 2024-11-11 13:55:33 | 2024-11-11 14:00:23 | 00:05:00 |             14 |     4294967294 | testcrate
    114 |         109820 | other       | ended          |          1 | 2024-11-11 14:00:35 | 2024-11-11 14:05:35 | 2024-11-11 14:00:35 | 2024-11-11 14:05:35 | 00:05:00 |             14 |     4294967294 | testcrate
    115 |         109820 | other       | ended          |          1 | 2024-11-11 14:05:48 | 2024-11-11 14:10:48 | 2024-11-11 14:05:48 | 2024-11-11 14:10:48 | 00:05:00 |             14 |     4294967294 | testcrate
    116 |         109820 | other       | ended          |          1 | 2024-11-11 14:10:50 | 2024-11-11 14:15:50 | 2024-11-11 14:10:50 | 2024-11-11 14:15:50 | 00:05:00 |             14 |     4294967294 | testcrate
    117 |         109820 | other       | ended          |          1 | 2024-11-11 14:19:23 | 2024-11-11 14:24:23 | 2024-11-11 14:19:23 | 2024-11-11 14:24:23 | 00:05:00 |             14 |     4294967294 | testcrate
    118 |         109820 | other       | ended          |          1 | 2024-11-11 14:58:08 | 2024-11-11 15:03:08 | 2024-11-11 14:58:08 | 2024-11-11 15:03:08 | 00:05:00 |             14 |     4294967294 | testcrate
    119 |         109820 | other       | ended_manually |          1 | 2024-11-11 15:03:16 | 2024-11-11 15:03:30 | 2024-11-11 15:03:16 | 2024-11-11 15:03:30 | 00:05:00 |             14 |     4294967294 | testcrate
    120 |         109969 | other       | ended_manually |          1 | 2024-11-11 15:12:46 | 2024-11-11 15:25:09 | 2024-11-11 15:12:46 | 2024-11-11 15:25:09 | 01:00:00 |             14 |     4294967294 | testcrate
    121 |              0 | other       | ended_manually |          1 | 2024-11-12 15:41:39 | 2024-11-12 15:43:22 | 2024-11-12 15:41:39 | 2024-11-12 15:43:22 | 01:00:00 |             14 |     4294967294 | testcrate
    122 |              0 | other       | ended_manually |          1 | 2024-11-12 15:44:46 | 2024-11-12 15:46:19 | 2024-11-12 15:44:46 | 2024-11-12 15:46:19 | 01:00:00 |             14 |     4294967294 | testcrate
    123 |              0 | other       | ended_manually |          1 | 2024-11-12 15:46:51 | 2024-11-12 15:47:27 | 2024-11-12 15:46:51 | 2024-11-12 15:47:27 | 01:00:00 |             14 |     4294967294 | testcrate
    124 |              0 | observing   | ended_manually |          1 | 2024-11-12 15:55:02 | 2024-11-12 15:55:12 | 2024-11-12 15:55:02 | 2024-11-12 15:55:12 | 01:00:00 |             14 |     4294967294 | testcrate
    125 |              0 | observing   | ended_manually |          1 | 2024-11-12 16:13:41 | 2024-11-12 16:13:48 | 2024-11-12 16:13:41 | 2024-11-12 16:13:48 | 01:00:00 |             14 |     4294967294 | testcrate
    126 |              0 | observing   | ended_manually |          1 | 2024-11-12 16:15:20 | 2024-11-12 16:15:23 | 2024-11-12 16:15:20 | 2024-11-12 16:15:23 | 01:00:00 |             14 |     4294967294 | testcrate
    127 |              0 | observing   | ended_manually |          1 | 2024-11-12 16:16:51 | 2024-11-12 16:17:27 | 2024-11-12 16:16:51 | 2024-11-12 16:17:27 | 01:00:00 |             14 |     4294967294 | testcrate
    128 |              0 | other       | ended_manually |          1 | 2024-11-12 16:17:36 | 2024-11-12 16:17:40 | 2024-11-12 16:17:36 | 2024-11-12 16:17:40 | 01:00:00 |             14 |     4294967294 | testcrate
    129 |              0 | other       | ended_manually |          1 | 2024-11-12 16:17:44 | 2024-11-12 16:17:48 | 2024-11-12 16:17:44 | 2024-11-12 16:17:48 | 01:00:00 |             14 |     4294967294 | testcrate
